Order ID,Order Date,Category,Region,Sales,Quantity,Discount,Profit
ORD-10544,2025-04-19,Furniture,South,63.23,2,0.12,-0.32
ORD-10140,2025-04-19,Furniture,Central,287.07,4,0.17,-14.2
ORD-10148,2025-04-20,Furniture,Central,427.75,5,0.15,36.02
ORD-10162,2025-04-20,Technology,West,562.32,1,0.16,44.43
ORD-10344,2025-04-21,Office Supplies,South,20.0,4,0.01,1.94
ORD-10103,2025-04-21,Office Supplies,West,157.36,6,0.09,1.88
ORD-10133,2025-04-22,Office Supplies,East,231.84,5,0.17,18.67
ORD-10220,2025-04-24,Furniture,Central,500.7,2,0.26,-45.84
ORD-10479,2025-04-25,Office Supplies,West,20.0,6,0.12,1.05
ORD-10023,2025-04-25,Office Supplies,Central,123.05,2,0.13,23.76
ORD-10285,2025-04-26,Office Supplies,South,84.27,2,0.12,7.57
ORD-10163,2025-04-26,Furniture,Central,176.5,7,0.04,16.91
ORD-10466,2025-04-28,Technology,West,407.3,5,0.08,83.21
ORD-10212,2025-04-30,Furniture,Central,643.93,6,0.23,8.31
ORD-10297,2025-04-30,Furniture,East,93.81,2,0.28,-8.78
ORD-10185,2025-05-04,Furniture,East,153.14,4,0.16,-20.56
ORD-10433,2025-05-04,Office Supplies,Central,237.82,1,0.14,12.48
ORD-10486,2025-05-05,Furniture,Central,36.82,3,0.23,-1.19
ORD-10319,2025-05-05,Furniture,South,218.02,2,0.02,22.04
ORD-10093,2025-05-05,Office Supplies,South,336.96,1,0.21,-29.12
ORD-10050,2025-05-06,Technology,West,1052.01,4,0.03,164.28
ORD-10417,2025-05-07,Technology,South,603.03,5,0.0,67.06
ORD-10437,2025-05-10,Furniture,West,489.87,3,0.17,49.51
ORD-10074,2025-05-10,Technology,East,180.92,6,0.18,-4.99
ORD-10556,2025-05-10,Furniture,Central,298.03,2,0.11,31.09
ORD-10250,2025-05-10,Technology,East,79.23,4,0.13,4.37
ORD-10042,2025-05-12,Furniture,Central,501.6,6,0.03,34.91
ORD-10414,2025-05-14,Office Supplies,West,217.63,5,0.17,10.63
ORD-10462,2025-05-16,Technology,Central,20.0,4,0.13,2.85
ORD-10097,2025-05-20,Technology,East,411.83,3,0.04,-25.06
ORD-10165,2025-05-20,Office Supplies,South,341.16,4,0.0,46.84
ORD-10391,2025-05-20,Technology,East,449.46,1,0.25,31.9
ORD-10213,2025-05-23,Furniture,West,745.69,3,0.0,23.47
ORD-10045,2025-05-25,Office Supplies,South,156.83,5,0.0,0.21
ORD-10019,2025-05-25,Office Supplies,West,363.83,6,0.09,70.78
ORD-10090,2025-05-26,Furniture,Central,511.58,4,0.17,-80.28
ORD-10232,2025-05-26,Office Supplies,Central,84.35,3,0.18,-3.8
ORD-10189,2025-05-26,Furniture,Central,568.25,7,0.06,60.75
ORD-10262,2025-05-26,Office Supplies,Central,99.99,5,0.21,-1.69
ORD-10034,2025-05-27,Technology,South,321.78,1,0.1,63.37
ORD-10291,2025-05-30,Office Supplies,West,258.89,3,0.23,-30.37
ORD-10364,2025-05-31,Furniture,Central,303.73,6,0.25,-26.03
ORD-10513,2025-05-31,Furniture,West,715.47,5,0.13,76.2
ORD-10028,2025-06-01,Office Supplies,West,129.55,6,0.13,15.87
ORD-10493,2025-06-02,Office Supplies,Central,291.0,7,0.01,31.4
ORD-10388,2025-06-03,Technology,West,85.22,5,0.11,13.93
ORD-10242,2025-06-03,Technology,West,20.0,1,0.06,2.33
ORD-10101,2025-06-04,Furniture,Central,39.62,4,0.27,-0.14
ORD-10483,2025-06-04,Technology,South,581.49,2,0.18,38.63
ORD-10557,2025-06-04,Office Supplies,East,320.91,5,0.13,23.54
ORD-10471,2025-06-11,Furniture,East,601.35,5,0.19,-25.7
ORD-10318,2025-06-12,Office Supplies,West,135.39,2,0.23,-8.99
ORD-10360,2025-06-13,Office Supplies,West,462.27,2,0.14,4.79
ORD-10092,2025-06-14,Furniture,Central,342.32,2,0.2,16.82
ORD-10233,2025-06-17,Technology,Central,204.31,5,0.0,12.03
ORD-10575,2025-06-20,Furniture,East,592.03,3,0.16,-13.53
ORD-10372,2025-06-20,Technology,West,645.6,4,0.0,110.16
ORD-10465,2025-06-21,Technology,South,213.36,2,0.1,23.04
ORD-10204,2025-06-24,Furniture,East,219.94,2,0.19,8.82
ORD-10590,2025-06-24,Furniture,West,321.6,4,0.15,-25.76
ORD-10598,2025-06-27,Office Supplies,West,281.97,7,0.11,5.03
ORD-10354,2025-06-28,Furniture,Central,157.29,7,0.2,-5.82
ORD-10328,2025-06-28,Office Supplies,East,151.93,3,0.18,-7.5
ORD-10249,2025-06-28,Office Supplies,West,473.79,4,0.25,26.78
ORD-10552,2025-06-28,Furniture,South,620.62,7,0.26,-24.02
ORD-10394,2025-07-09,Office Supplies,Central,454.27,5,0.25,-55.92
ORD-10083,2025-07-10,Office Supplies,East,217.2,4,0.09,3.75
ORD-10441,2025-07-10,Furniture,West,666.24,6,0.09,-10.85
ORD-10207,2025-07-11,Furniture,West,506.98,6,0.0,-13.16
ORD-10182,2025-07-14,Furniture,Central,686.3,3,0.11,11.52
ORD-10357,2025-07-14,Technology,Central,426.78,1,0.17,13.3
ORD-10461,2025-07-15,Technology,East,776.79,5,0.12,143.7
ORD-10142,2025-07-15,Office Supplies,East,49.75,7,0.21,1.06
ORD-10359,2025-07-15,Furniture,West,500.42,5,0.2,6.11
ORD-10592,2025-07-17,Office Supplies,West,432.79,7,0.0,103.5
ORD-10226,2025-07-17,Furniture,South,409.96,2,0.08,-40.34
ORD-10216,2025-07-22,Furniture,Central,666.2,5,0.2,17.16
ORD-10524,2025-07-23,Office Supplies,East,311.53,4,0.05,23.21
ORD-10339,2025-07-26,Technology,South,356.58,4,0.03,121.93
ORD-10055,2025-07-27,Office Supplies,Central,176.85,6,0.16,25.99
ORD-10043,2025-07-27,Office Supplies,South,20.0,5,0.09,2.37
ORD-10099,2025-07-27,Office Supplies,East,301.51,3,0.07,19.14
ORD-10560,2025-08-01,Technology,Central,705.24,6,0.14,74.54
ORD-10325,2025-08-02,Technology,West,169.89,4,0.21,20.93
ORD-10497,2025-08-03,Office Supplies,South,285.84,1,0.19,-7.52
ORD-10268,2025-08-03,Technology,West,734.03,2,0.12,10.88
ORD-10263,2025-08-04,Technology,West,651.84,1,0.19,46.0
ORD-10126,2025-08-05,Technology,East,495.9,3,0.26,-34.47
ORD-10114,2025-08-05,Technology,West,1038.1,3,0.23,-29.93
ORD-10027,2025-08-10,Technology,West,522.2,2,0.03,117.89
ORD-10180,2025-08-10,Furniture,East,188.23,3,0.09,-3.12
ORD-10505,2025-08-10,Technology,East,901.95,6,0.01,247.81
ORD-10296,2025-08-15,Furniture,East,662.17,6,0.17,24.8
ORD-10373,2025-08-15,Furniture,South,420.98,3,0.28,-17.86
ORD-10087,2025-08-16,Office Supplies,South,292.34,1,0.23,-13.98
ORD-10527,2025-08-18,Furniture,South,726.34,3,0.26,-8.93
ORD-10004,2025-08-19,Office Supplies,West,150.61,5,0.1,1.72
ORD-10251,2025-08-20,Office Supplies,East,54.66,6,0.14,1.54
ORD-10036,2025-08-20,Technology,South,378.94,6,0.0,71.93
ORD-10396,2025-08-21,Technology,East,20.0,4,0.16,2.84
ORD-10551,2025-08-21,Office Supplies,South,309.57,5,0.15,21.51
ORD-10384,2025-08-22,Furniture,South,446.58,4,0.04,64.86
ORD-10290,2025-08-23,Office Supplies,East,355.11,5,0.16,-29.64
ORD-10378,2025-08-24,Technology,West,349.23,4,0.15,67.84
ORD-10398,2025-08-28,Office Supplies,Central,324.0,7,0.09,-44.84
ORD-10386,2025-08-30,Office Supplies,Central,40.07,6,0.26,4.18
ORD-10026,2025-09-03,Office Supplies,West,175.41,4,0.15,15.3
ORD-10335,2025-09-04,Office Supplies,Central,389.97,5,0.02,41.4
ORD-10534,2025-09-08,Technology,West,668.98,2,0.12,-12.32
ORD-10203,2025-09-08,Furniture,South,355.79,1,0.18,58.43
ORD-10320,2025-09-10,Office Supplies,East,82.2,1,0.16,-1.4
ORD-10089,2025-09-11,Office Supplies,West,349.78,4,0.1,20.76
ORD-10150,2025-09-11,Technology,South,185.01,3,0.07,31.22
ORD-10033,2025-09-11,Office Supplies,East,367.96,3,0.13,17.51
ORD-10143,2025-09-12,Office Supplies,Central,176.82,3,0.16,-4.57
ORD-10127,2025-09-12,Furniture,West,545.37,7,0.13,32.65
ORD-10317,2025-09-13,Technology,Central,539.83,2,0.03,74.43
ORD-10014,2025-09-13,Office Supplies,East,415.32,4,0.03,61.01
ORD-10492,2025-09-13,Furniture,South,96.6,5,0.16,-8.23
ORD-10440,2025-09-15,Furniture,Central,171.93,5,0.21,-3.36
ORD-10116,2025-09-17,Office Supplies,Central,90.21,6,0.12,0.92
ORD-10341,2025-09-18,Technology,Central,813.67,7,0.02,88.03
ORD-10521,2025-09-18,Technology,East,437.7,5,0.24,84.42
ORD-10582,2025-09-18,Office Supplies,Central,311.18,5,0.06,40.81
ORD-10195,2025-09-19,Furniture,East,303.27,4,0.21,-25.05
ORD-10011,2025-09-21,Furniture,South,632.72,5,0.08,-16.47
ORD-10410,2025-09-22,Technology,Central,601.35,3,0.0,77.03
ORD-10589,2025-09-23,Furniture,South,421.52,7,0.14,29.76
ORD-10481,2025-09-25,Furniture,West,298.03,1,0.04,23.61
ORD-10482,2025-09-25,Furniture,West,373.56,1,0.17,57.46
ORD-10108,2025-09-26,Furniture,West,20.0,3,0.1,1.86
ORD-10485,2025-09-28,Office Supplies,Central,20.0,3,0.24,0.83
ORD-10124,2025-09-28,Office Supplies,West,287.95,5,0.13,22.46
ORD-10302,2025-09-28,Furniture,South,666.87,1,0.13,5.61
ORD-10218,2025-09-30,Furniture,East,271.13,7,0.11,-12.35
ORD-10434,2025-09-30,Furniture,West,281.95,4,0.11,-26.15
ORD-10005,2025-10-01,Office Supplies,South,196.68,5,0.11,5.35
ORD-10100,2025-10-02,Technology,West,441.7,1,0.07,51.25
ORD-10271,2025-10-04,Office Supplies,Central,436.22,6,0.21,53.52
ORD-10115,2025-10-04,Office Supplies,West,307.29,6,0.02,31.91
ORD-10342,2025-10-05,Furniture,West,360.4,7,0.02,31.1
ORD-10383,2025-10-08,Furniture,West,781.31,2,0.18,-49.58
ORD-10377,2025-10-08,Technology,East,319.34,4,0.14,28.72
ORD-10457,2025-10-09,Office Supplies,East,211.72,4,0.22,-2.17
ORD-10599,2025-10-11,Office Supplies,West,196.68,2,0.13,-5.33
ORD-10430,2025-10-14,Office Supplies,West,229.29,1,0.0,62.32
ORD-10555,2025-10-15,Technology,West,20.0,4,0.13,0.53
ORD-10306,2025-10-15,Furniture,West,178.31,6,0.06,0.62
ORD-10031,2025-10-15,Furniture,West,260.11,3,0.22,-25.26
ORD-10071,2025-10-15,Office Supplies,West,373.03,3,0.15,19.75
ORD-10436,2025-10-15,Office Supplies,West,444.24,1,0.14,42.81
ORD-10161,2025-10-16,Office Supplies,West,176.94,7,0.06,20.3
ORD-10550,2025-10-17,Office Supplies,East,391.74,4,0.08,34.42
ORD-10439,2025-10-17,Furniture,East,629.87,1,0.26,22.75
ORD-10214,2025-10-20,Office Supplies,East,255.4,2,0.19,21.79
ORD-10295,2025-10-20,Furniture,Central,333.02,6,0.04,34.0
ORD-10500,2025-10-21,Technology,East,731.0,1,0.03,261.39
ORD-10041,2025-10-23,Office Supplies,East,360.22,2,0.22,6.91
ORD-10324,2025-10-27,Technology,South,311.0,3,0.0,62.98
ORD-10157,2025-10-27,Furniture,Central,671.98,4,0.06,90.35
ORD-10098,2025-10-28,Technology,East,898.09,6,0.11,86.89
ORD-10562,2025-10-29,Office Supplies,South,310.43,6,0.13,15.18
ORD-10517,2025-11-01,Office Supplies,West,274.16,3,0.19,3.09
ORD-10566,2025-11-02,Furniture,West,512.81,2,0.15,26.45
ORD-10230,2025-11-09,Technology,Central,230.04,6,0.08,33.7
ORD-10459,2025-11-09,Technology,South,267.84,2,0.14,45.1
ORD-10077,2025-11-10,Technology,Central,608.94,3,0.0,85.63
ORD-10200,2025-11-11,Furniture,South,290.09,4,0.31,-9.68
ORD-10205,2025-11-11,Furniture,East,767.91,3,0.15,49.43
ORD-10112,2025-11-13,Office Supplies,Central,21.83,2,0.08,3.11
ORD-10078,2025-11-14,Furniture,East,636.95,6,0.19,-8.1
ORD-10511,2025-11-16,Furniture,West,517.33,5,0.04,19.79
ORD-10586,2025-11-16,Furniture,West,563.97,7,0.31,-85.23
ORD-10156,2025-11-17,Office Supplies,West,147.18,2,0.13,17.82
ORD-10420,2025-11-17,Office Supplies,West,206.27,4,0.2,-1.68
ORD-10052,2025-11-19,Office Supplies,West,373.99,2,0.11,11.37
ORD-10584,2025-11-19,Office Supplies,South,575.99,3,0.05,116.82
ORD-10120,2025-11-22,Office Supplies,West,114.3,2,0.13,4.7
ORD-10088,2025-11-23,Office Supplies,East,135.88,1,0.16,-6.88
ORD-10376,2025-11-23,Office Supplies,South,192.56,2,0.03,22.69
ORD-10171,2025-11-25,Office Supplies,West,567.7,5,0.12,-4.72
ORD-10284,2025-11-26,Office Supplies,West,250.82,1,0.2,-19.14
ORD-10280,2025-11-26,Office Supplies,West,164.99,5,0.11,26.06
ORD-10010,2025-11-26,Technology,Central,585.29,3,0.09,45.02
ORD-10166,2025-11-27,Furniture,West,343.75,1,0.21,-26.54
ORD-10429,2025-11-27,Technology,South,300.97,4,0.03,78.61
ORD-10053,2025-11-28,Technology,West,325.65,2,0.3,21.78
ORD-10305,2025-12-01,Furniture,South,20.0,3,0.13,-0.18
ORD-10355,2025-12-01,Office Supplies,West,88.09,3,0.0,15.04
ORD-10438,2025-12-05,Office Supplies,Central,20.0,2,0.12,1.3
ORD-10327,2025-12-06,Furniture,South,115.42,6,0.08,0.03
ORD-10117,2025-12-06,Technology,West,365.5,2,0.02,70.26
ORD-10348,2025-12-07,Furniture,East,96.05,5,0.25,-8.83
ORD-10024,2025-12-08,Office Supplies,Central,20.0,7,0.05,2.64
ORD-10452,2025-12-09,Furniture,East,732.43,2,0.24,-21.69
ORD-10167,2025-12-10,Furniture,West,687.96,5,0.19,-43.82
ORD-10322,2025-12-11,Technology,West,801.71,1,0.11,131.87
ORD-10597,2025-12-11,Office Supplies,East,285.86,5,0.04,63.96
ORD-10293,2025-12-12,Office Supplies,West,187.32,4,0.2,23.51
ORD-10137,2025-12-14,Office Supplies,Central,321.93,3,0.08,33.53
ORD-10470,2025-12-15,Office Supplies,Central,289.78,7,0.27,-11.81
ORD-10421,2025-12-16,Technology,Central,497.59,6,0.09,106.89
ORD-10151,2025-12-16,Office Supplies,West,388.31,7,0.1,58.62
ORD-10362,2025-12-17,Furniture,West,389.9,5,0.06,-1.89
ORD-10070,2025-12-17,Office Supplies,Central,319.58,3,0.0,51.95
ORD-10449,2025-12-18,Furniture,South,332.54,6,0.13,1.15
ORD-10367,2025-12-18,Office Supplies,Central,233.05,6,0.04,16.3
ORD-10416,2025-12-20,Office Supplies,East,142.57,1,0.07,24.43
ORD-10066,2025-12-20,Technology,East,638.83,1,0.19,2.04
ORD-10049,2025-12-22,Furniture,West,823.06,1,0.17,48.93
ORD-10188,2025-12-27,Furniture,West,434.64,7,0.2,-27.76
ORD-10345,2025-12-27,Furniture,Central,537.27,5,0.22,-47.22
ORD-10282,2025-12-27,Technology,East,569.61,1,0.0,134.7
ORD-10013,2025-12-29,Furniture,East,462.88,6,0.1,-10.35
